model,calibration_n,analysis_n,effect_sigma,w_over_sigma,trials,timing_shared_width_sigma,timing_local_width_sigma,false_admission,missed_effect,coverage,decision_coverage,floor_predictive_coverage,refusal,equiv_admission,equiv_refusal,component_dominance,joint12_dominance,median_r,median_guarded_floor_sigma
shared_local,8,10,0.0,1.0,30,0.5,0.5,0.0,,0.40555555555555556,0.9722222222222222,1.0,1.0,0.0,1.0,0.5972222222222222,0.03333333333333333,2.080996052138025,5.728900250671412
shared_local,8,10,2.0,1.0,30,0.5,0.5,,1.0,0.40555555555555556,0.9444444444444444,1.0,1.0,0.0,1.0,0.5472222222222223,0.03333333333333333,2.028936669902434,5.869653312858384
shared_local,8,10,5.0,1.0,30,0.5,0.5,,0.7027777777777777,0.5416666666666666,0.9166666666666666,1.0,0.7027777777777777,0.0,1.0,0.6083333333333333,0.0,2.077911686963269,5.709588368700074
shared_local,8,30,0.0,1.0,30,0.5,0.5,0.0,,0.30833333333333335,0.875,1.0,1.0,0.002777777777777778,0.9972222222222222,0.5916666666666667,0.06666666666666667,2.07310959424241,5.725740028842299
shared_local,8,30,2.0,1.0,30,0.5,0.5,,1.0,0.3277777777777778,0.9277777777777778,1.0,1.0,0.002777777777777778,0.9972222222222222,0.6083333333333333,0.03333333333333333,2.086342517894077,5.748509592451729
shared_local,8,30,5.0,1.0,30,0.5,0.5,,0.7722222222222223,0.3638888888888889,0.925,1.0,0.7722222222222223,0.0,0.9972222222222222,0.6583333333333333,0.03333333333333333,2.1407885276578806,5.568920358904876
shared_local,8,10,0.0,2.0,30,1.0,1.0,0.0,,0.37222222222222223,1.0,1.0,1.0,0.0,1.0,0.9944444444444445,0.9333333333333333,2.764073268528811,9.56427415789984
shared_local,8,10,2.0,2.0,30,1.0,1.0,,1.0,0.4444444444444444,1.0,1.0,1.0,0.0,1.0,0.9972222222222222,0.9666666666666667,2.809335236259786,9.421461607645174
shared_local,8,10,5.0,2.0,30,1.0,1.0,,1.0,0.5277777777777778,1.0,1.0,1.0,0.0,1.0,0.9916666666666667,0.9,2.844328309116851,9.396659144868497
shared_local,8,30,0.0,2.0,30,1.0,1.0,0.0,,0.30833333333333335,0.9861111111111112,1.0,1.0,0.0,1.0,0.9805555555555555,0.9,2.7784094692702244,9.537256120693536
shared_local,8,30,2.0,2.0,30,1.0,1.0,,1.0,0.23333333333333334,0.9777777777777777,1.0,1.0,0.0,1.0,0.9888888888888889,0.9666666666666667,2.7990504995439496,9.45519063059282
shared_local,8,30,5.0,2.0,30,1.0,1.0,,1.0,0.21944444444444444,1.0,1.0,1.0,0.0,1.0,0.9916666666666667,0.9,2.755684529845301,9.550047495243936
