PID  PPID STARTED                           TIME COMM
  996     1 Fri Sep 18 17:41:30 2026       0:00.37 /System/Library/PrivateFrameworks/WebPrivacy.framework/webprivacyd
  997     1 Fri Sep 18 17:41:30 2026       0:00.07 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
  998     1 Fri Sep 18 17:41:30 2026       0:00.04 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
  999     1 Fri Sep 18 17:41:30 2026       0:00.14 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
 1000     1 Fri Sep 18 17:41:30 2026       0:00.26 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
 1001     1 Fri Sep 18 17:41:30 2026       0:00.05 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
 1002     1 Fri Sep 18 17:41:30 2026       0:00.01 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
 1003     1 Fri Sep 18 17:41:30 2026       0:00.01 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
 1004     1 Fri Sep 18 17:41:30 2026       0:00.01 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
 1005     1 Fri Sep 18 17:41:30 2026       0:00.01 /System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver
 1006     1 Fri Sep 18 17:41:31 2026       0:00.53 /System/Library/PrivateFrameworks/LockdownMode.framework/Versions/A/XPCServices/lockdownmoded
 1007     1 Fri Sep 18 17:41:31 2026       0:13.71 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
 1008     1 Fri Sep 18 17:41:31 2026       0:02.49 /System/Library/PrivateFrameworks/SiriInference.framework/Versions/A/siriinferenced
 1009     1 Fri Sep 18 17:41:31 2026       0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1010     1 Fri Sep 18 17:41:31 2026       0:04.06 /usr/sbin/distnoted
 1012     1 Fri Sep 18 17:41:31 2026       0:02.95 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport
 1013     1 Fri Sep 18 17:41:31 2026       0:02.69 /System/Library/PrivateFrameworks/JetCore.framework/Support/jetpackassetd
 1014     1 Fri Sep 18 17:41:31 2026       0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1015     1 Fri Sep 18 17:41:31 2026       0:00.05 /System/Library/Frameworks/ImageIO.framework/Versions/A/XPCServices/ImageIOXPCService.xpc/Contents/MacOS/ImageIOXPCService
 1016     1 Fri Sep 18 17:41:32 2026       0:00.08 /System/Library/PrivateFrameworks/MacinTalk.framework/PlugIns/WardaSynthesizer.appex/Contents/MacOS/WardaSynthesizer
 1018     1 Fri Sep 18 17:41:32 2026       0:00.13 /System/iOSSupport/System/Library/ExtensionKit/Extensions/KonaSynthesizer.appex/Contents/MacOS/KonaSynthesizer
 1019     1 Fri Sep 18 17:41:32 2026       0:00.05 /System/iOSSupport/System/Library/ExtensionKit/Extensions/MauiAUSP.appex/Contents/MacOS/MauiAUSP
 1020     1 Fri Sep 18 17:41:32 2026       0:00.08 /System/Library/PrivateFrameworks/MacinTalk.framework/PlugIns/MacinTalkAUSP.appex/Contents/MacOS/MacinTalkAUSP
 1021     1 Fri Sep 18 17:41:32 2026       0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1022     1 Fri Sep 18 17:41:32 2026       0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1023     1 Fri Sep 18 17:41:32 2026       0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1024     1 Fri Sep 18 17:41:32 2026       0:00.07 /System/iOSSupport/System/Library/ExtensionKit/Extensions/SiriAUSP.appex/Contents/MacOS/SiriAUSP
 1026     1 Fri Sep 18 17:41:32 2026       0:00.05 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AUCrashHandlerService.xpc/Contents/MacOS/AUCrashHandlerService
 1027     1 Fri Sep 18 17:41:32 2026       0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1028     1 Fri Sep 18 17:41:32 2026       0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 1031     1 Fri Sep 18 17:41:35 2026       0:06.90 /usr/libexec/assetsubscriptiond
 1032   345 Fri Sep 18 17:41:35 2026       0:00.11 /usr/sbin/systemstats
 1038     1 Fri Sep 18 17:41:35 2026       0:00.99 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
 1039     1 Fri Sep 18 17:41:35 2026       0:00.77 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectBridgeService.xpc/Contents/MacOS/XProtectBridgeService
 1045     1 Fri Sep 18 17:41:35 2026       0:00.16 /usr/libexec/diagnosticextensionsd
 1057     1 Fri Sep 18 17:41:36 2026       0:00.09 /System/Cryptexes/App/usr/libexec/SafariLaunchAgent
 1059     1 Fri Sep 18 17:41:36 2026       0:00.41 /System/Library/PrivateFrameworks/StocksKit.framework/XPCServices/StocksKitService.xpc/Contents/MacOS/StocksKitService
 1060     1 Fri Sep 18 17:41:36 2026       0:00.16 /System/Library/PrivateFrameworks/IntelligenceFlowContextRuntime.framework/Versions/A/intelligencecontextd
 1089     1 Fri Sep 18 17:41:36 2026       0:09.12 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
 1090     1 Fri Sep 18 17:41:37 2026       0:00.66 /System/Library/Frameworks/StoreKit.framework/Support/storekitagent
 1107     1 Fri Sep 18 17:41:38 2026       0:00.71 /usr/libexec/adprivacyd
 1110     1 Fri Sep 18 17:41:38 2026       0:00.81 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
 1161     1 Fri Sep 18 17:41:39 2026       0:01.31 /usr/libexec/promotedcontentd
 1162     1 Fri Sep 18 17:41:39 2026       0:00.11 /System/Library/PrivateFrameworks/HomeKitEvents.framework/Support/homeeventsd
 1163     1 Fri Sep 18 17:41:40 2026       0:00.93 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
 1174     1 Fri Sep 18 17:41:40 2026       0:00.26 /System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd
 1175     1 Fri Sep 18 17:41:40 2026       0:02.02 /usr/libexec/swcd
 1183     1 Fri Sep 18 17:41:40 2026       0:00.01 /System/Library/PrivateFrameworks/SafariFoundation.framework/Versions/A/XPCServices/CredentialProviderExtensionHelper.xpc/Contents/MacOS/CredentialProviderExtensionHelper
 1352     1 Fri Sep 18 17:41:43 2026       0:00.16 /System/Library/PrivateFrameworks/WeatherDaemon.framework/weatherd
 1377     1 Fri Sep 18 17:41:44 2026      62:33.46 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
 1378     1 Fri Sep 18 17:41:44 2026       0:00.02 /System/Library/CoreServices/ReportCrash
 1388     1 Fri Sep 18 17:41:45 2026       0:01.92 /usr/libexec/fairplaydeviceidentityd
 1401     1 Fri Sep 18 17:41:47 2026       0:00.11 /usr/libexec/aneuserd
 1402     1 Fri Sep 18 17:41:47 2026       0:00.11 /usr/libexec/online-auth-agent
 1411     1 Fri Sep 18 17:41:49 2026       0:00.14 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
 1414     1 Fri Sep 18 17:41:49 2026       0:00.22 /System/Library/Frameworks/ClassKit.framework/Versions/A/progressd
 1415     1 Fri Sep 18 17:41:51 2026       0:00.13 /System/Library/PrivateFrameworks/Ecosystem.framework/Support/ecosystemd
 1448     1 Fri Sep 18 17:41:53 2026       0:00.11 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
 1450     1 Fri Sep 18 17:41:53 2026       0:03.57 /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
 1451     1 Fri Sep 18 17:41:53 2026       0:05.55 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
 1452     1 Fri Sep 18 17:41:53 2026       0:00.03 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
 1469     1 Fri Sep 18 17:41:53 2026       0:00.06 /System/Library/PrivateFrameworks/InstallCoordination.framework/Support/installcoordinationd
 1471     1 Fri Sep 18 17:41:53 2026       0:00.02 /System/Library/PrivateFrameworks/MobileInstallation.framework/XPCServices/com.apple.MobileInstallationHelperService.xpc/Contents/MacOS/com.apple.MobileInstallationHelperService
 1472     1 Fri Sep 18 17:41:53 2026       0:04.01 /usr/sbin/distnoted
 1473     1 Fri Sep 18 17:41:53 2026       0:00.04 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Versions/A/XPCServices/com.apple.AppStoreDaemon.StorePrivilegedODRService.xpc/Contents/MacOS/com.apple.AppStoreDaemon.StorePrivilegedODRService
 1475     1 Fri Sep 18 17:41:54 2026       0:00.29 /System/Library/PrivateFrameworks/SiriAnalytics.framework/Versions/A/XPCServices/SAExtensionOrchestrator.xpc/Contents/MacOS/SAExtensionOrchestrator
 1476     1 Fri Sep 18 17:41:55 2026       0:00.07 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsagent
 1477     1 Fri Sep 18 17:41:56 2026       0:00.90 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
 1478     1 Fri Sep 18 17:41:56 2026       0:00.09 /System/Library/ExtensionKit/Extensions/IFTranscriptSELFIngestor.appex/Contents/MacOS/IFTranscriptSELFIngestor
 1479     1 Fri Sep 18 17:41:56 2026       0:00.13 /System/Library/ExtensionKit/Extensions/GMSSELFIngestor.appex/Contents/MacOS/GMSSELFIngestor
 1480     1 Fri Sep 18 17:41:56 2026       0:00.17 /System/Library/ExtensionKit/Extensions/BiomeSELFIngestor.appex/Contents/MacOS/BiomeSELFIngestor
 1481     1 Fri Sep 18 17:41:56 2026       0:22.50 /usr/sbin/spindump
 1482     1 Fri Sep 18 17:41:56 2026       0:00.59 /System/Library/CoreServices/SubmitDiagInfo
 1485     1 Fri Sep 18 17:41:58 2026       0:00.07 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
 1486     1 Fri Sep 18 17:41:58 2026       0:00.07 /System/Library/ExtensionKit/Extensions/IFTelemetrySELFIngestor.appex/Contents/MacOS/IFTelemetrySELFIngestor
 1489     1 Fri Sep 18 17:41:59 2026       0:00.05 /System/Applications/Calendar.app/Contents/Extensions/CalendarIntentsExtension.appex/Contents/MacOS/CalendarIntentsExtension
 1490     1 Fri Sep 18 17:41:59 2026       0:00.07 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/Extensions/SafariLinkExtension.appex/Contents/MacOS/SafariLinkExtension
 1491     1 Fri Sep 18 17:41:59 2026       0:00.05 /Applications/Raycast.app/Contents/Extensions/RaycastAppIntents.appex/Contents/MacOS/RaycastAppIntents
 1492     1 Fri Sep 18 17:41:59 2026       0:00.07 /System/Applications/Messages.app/Contents/Extensions/MessagesActionExtension.appex/Contents/MacOS/MessagesActionExtension
 1493     1 Fri Sep 18 17:41:59 2026       0:00.22 /System/Library/PrivateFrameworks/SiriSuggestionsSupport.framework/Versions/A/XPCServices/SiriSuggestionsBookkeepingService.xpc/Contents/MacOS/SiriSuggestionsBookkeepingService
 1496     1 Fri Sep 18 17:42:04 2026       0:00.33 /usr/libexec/GamePolicyAgent
 1497     1 Fri Sep 18 17:42:04 2026       0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
 1498     1 Fri Sep 18 17:42:04 2026       0:00.60 /usr/libexec/MTLAssetUpgraderD
 1499     1 Fri Sep 18 17:42:04 2026       0:00.07 /System/Library/Frameworks/MediaExtension.framework/Versions/A/Helpers/MENotificationAgent
 1500     1 Fri Sep 18 17:42:04 2026       0:00.23 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Support/BackgroundTaskManagementAgent.app/Contents/MacOS/BackgroundTaskManagementAgent
 1501     1 Fri Sep 18 17:42:04 2026       0:00.15 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
 1502     1 Fri Sep 18 17:42:05 2026       0:02.72 /System/Library/PrivateFrameworks/CoreEmbeddedSpeechRecognition.framework/Versions/A/XPCServices/com.apple.siri.embeddedspeech.xpc/Contents/MacOS/com.apple.siri.embeddedspeech
 1553     1 Fri Sep 18 17:42:17 2026       0:00.02 /System/Library/CoreServices/CrashReporterSupportHelper
 1575     1 Fri Sep 18 17:42:22 2026       0:01.52 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker
 1581     1 Fri Sep 18 17:42:27 2026       0:00.05 /System/Library/PrivateFrameworks/IASUtilities.framework/Versions/A/Resources/installerauthagent
 1582     1 Fri Sep 18 17:42:27 2026       0:00.38 /usr/libexec/NRDUpdated
 1584     1 Fri Sep 18 17:42:28 2026       0:00.47 /System/Library/AssetsV2/com_apple_MobileAsset_RecoveryOSUpdateBrain/28f9b40aedc0bda53bdc29e31682c998de89e5cb.asset/AssetData/com.apple.NRD.UpdateBrainService.xpc/Contents/MacOS/com.apple.NRD.UpdateBrainService
 1610     1 Fri Sep 18 17:42:31 2026       0:00.56 /System/Library/CoreServices/Siri.app/Contents/XPCServices/SiriNCService.xpc/Contents/MacOS/SiriNCService
 1633     1 Fri Sep 18 17:42:39 2026       0:00.41 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged
 1659     1 Fri Sep 18 17:42:39 2026       0:00.04 /System/Library/Frameworks/ImageIO.framework/Versions/A/XPCServices/ImageIOXPCService.xpc/Contents/MacOS/ImageIOXPCService
 1839     1 Fri Sep 18 17:42:46 2026       0:00.04 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/Support/fudHelperAgent
 1840     1 Fri Sep 18 17:42:47 2026       0:02.58 /usr/libexec/tipsd
 1843     1 Fri Sep 18 17:42:55 2026       0:00.18 /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
 1846     1 Fri Sep 18 17:42:57 2026       0:00.44 /System/Library/PrivateFrameworks/StreamingZip.framework/Versions/A/XPCServices/com.apple.StreamingUnzipService.privileged.xpc/Contents/MacOS/com.apple.StreamingUnzipService.privileged
 1851     1 Fri Sep 18 17:43:01 2026       0:00.82 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
 1852     1 Fri Sep 18 17:43:01 2026       0:00.22 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
 1853     1 Fri Sep 18 17:43:01 2026       0:00.67 /usr/sbin/cfprefsd
 1857     1 Fri Sep 18 17:43:01 2026       0:00.06 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
 1858     1 Fri Sep 18 17:43:02 2026       0:02.29 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
 1865     1 Fri Sep 18 17:43:04 2026       0:00.03 /System/Library/PrivateFrameworks/Install.framework/Frameworks/DistributionKit.framework/Versions/A/XPCServices/DistributionHelper.xpc/Contents/MacOS/DistributionHelper
 1870     1 Fri Sep 18 17:43:17 2026       0:00.25 /System/Library/PrivateFrameworks/WorkflowKit.framework/XPCServices/ShortcutsViewService.xpc/Contents/MacOS/ShortcutsViewService
 1874     1 Fri Sep 18 17:43:31 2026       0:00.24 /System/Library/PrivateFrameworks/RemoteManagement.framework/remotemanagementd
 1880     1 Fri Sep 18 17:43:31 2026       0:00.06 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SecuritySubscriber.xpc/Contents/MacOS/SecuritySubscriber
 1881     1 Fri Sep 18 17:43:31 2026       0:03.91 /usr/sbin/distnoted
 1885     1 Fri Sep 18 17:43:31 2026       0:00.09 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/InteractiveLegacyProfilesSubscriber.xpc/Contents/MacOS/InteractiveLegacyProfilesSubscriber
 1886     1 Fri Sep 18 17:43:31 2026       0:00.08 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ScreenSharingSubscriber.xpc/Contents/MacOS/ScreenSharingSubscriber
 1889     1 Fri Sep 18 17:43:32 2026       0:00.07 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/LegacyProfilesSubscriber.xpc/Contents/MacOS/LegacyProfilesSubscriber
 1891     1 Fri Sep 18 17:43:32 2026       0:00.05 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/PasscodeSettingsSubscriber.xpc/Contents/MacOS/PasscodeSettingsSubscriber
 1893     1 Fri Sep 18 17:43:32 2026       0:00.06 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/DiskManagementSubscriber.xpc/Contents/MacOS/DiskManagementSubscriber
 1894     1 Fri Sep 18 17:43:32 2026       0:00.10 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedPreferencesSubscriber.xpc/Contents/MacOS/ManagedPreferencesSubscriber
 1895     1 Fri Sep 18 17:43:32 2026       0:00.13 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/SoftwareUpdateSubscriber.xpc/Contents/MacOS/SoftwareUpdateSubscriber
 1896     1 Fri Sep 18 17:43:32 2026       0:00.11 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/MigrationSubscriber.xpc/Contents/MacOS/MigrationSubscriber
 1898     1 Fri Sep 18 17:43:32 2026       0:00.08 /System/Library/PrivateFrameworks/SystemMigration.framework/Resources/systemmigrationd
 1900     1 Fri Sep 18 17:43:33 2026       0:00.09 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedAppsSubscriber.xpc/Contents/MacOS/ManagedAppsSubscriber
 1901     1 Fri Sep 18 17:43:33 2026       0:01.05 /System/Library/Frameworks/ManagedAppDistribution.framework/Support/managedappdistributiond
 1902     1 Fri Sep 18 17:43:33 2026       0:00.09 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagementTestSubscriber.xpc/Contents/MacOS/ManagementTestSubscriber
 1903     1 Fri Sep 18 17:43:33 2026       0:00.10 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/ManagedConfigurationFilesSubscriber.xpc/Contents/MacOS/ManagedConfigurationFilesSubscriber
 1926     1 Fri Sep 18 17:43:47 2026       0:32.17 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
 1927     1 Fri Sep 18 17:43:47 2026       0:00.51 /System/Library/PrivateFrameworks/DataAccess.framework/Support/dataaccessd
 1928     1 Fri Sep 18 17:43:47 2026       0:00.24 /System/Cryptexes/App/usr/libexec/SafariBookmarksSyncAgent
 1929     1 Fri Sep 18 17:43:48 2026       0:05.38 /System/Library/Frameworks/Contacts.framework/Support/contactsd
 1930     1 Fri Sep 18 17:43:48 2026       0:00.04 /System/Library/PrivateFrameworks/FindMyDevice.framework/XPCServices/FindMyDeviceSharedConfigurationXPCService.xpc/Contents/MacOS/FindMyDeviceSharedConfigurationXPCService
 1931     1 Fri Sep 18 17:43:48 2026       0:01.18 /System/Library/PrivateFrameworks/People.framework/peopled
 1932     1 Fri Sep 18 17:43:48 2026       0:00.23 /usr/libexec/proactived
 1933     1 Fri Sep 18 17:43:48 2026       0:04.26 /usr/libexec/textunderstandingd
 1939     1 Fri Sep 18 17:43:49 2026       0:00.24 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
 1947     1 Fri Sep 18 17:44:07 2026       0:03.59 /System/Library/CoreServices/Dock.app/Contents/XPCServices/DockHelper.xpc/Contents/MacOS/DockHelper
 1959     1 Sat Sep 19 21:09:37 2026       0:00.10 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
 2279     1 Sat Sep 19 12:53:39 2026       0:00.06 /System/Library/PrivateFrameworks/AppleAccountTransparency.framework/Versions/A/Resources/appleaccounttransparencyd
 2285     1 Sat Sep 19 12:53:39 2026       0:01.05 /System/Library/PrivateFrameworks/AppleIntelligenceReportingProcessing.framework/Versions/A/XPCServices/AppleIntelligenceReportingProcessingService.xpc/Contents/MacOS/AppleIntelligenceReportingProcessingService
 2301     1 Fri Sep 18 17:44:34 2026       0:05.51 /System/Library/PrivateFrameworks/OnDeviceStorage.framework/Support/amsondevicestoraged
 2311     1 Fri Sep 18 17:44:40 2026       0:00.85 /System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
 2388     1 Fri Sep 18 17:45:59 2026       0:00.16 /usr/libexec/feedbackd
 2389     1 Fri Sep 18 17:45:59 2026       0:00.08 /usr/libexec/seputil
 2426     1 Fri Sep 18 17:46:32 2026       0:00.23 /System/Library/PrivateFrameworks/BusinessChatService.framework/businessservicesd
 2427     1 Fri Sep 18 17:46:33 2026       0:00.26 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesAirlockService.xpc/Contents/MacOS/MessagesAirlockService
 2448     1 Fri Sep 18 17:46:48 2026       0:02.84 /System/Library/PrivateFrameworks/SkyLight.framework//Versions/A/Resources/AquaAppearanceHelper.app/Contents/MacOS/AquaAppearanceHelper
 2449     1 Fri Sep 18 17:46:49 2026       0:04.38 /usr/libexec/mlhostd
 2451     1 Fri Sep 18 17:46:49 2026       0:00.10 /usr/libexec/ASPCarryLog
 2453     1 Fri Sep 18 17:47:00 2026       0:00.45 /System/Cryptexes/App/usr/libexec/PasswordBreachAgent
 2491     1 Fri Sep 18 17:48:23 2026       0:07.86 /System/Library/PrivateFrameworks/PassKitCore.framework/passd
 2548     1 Fri Sep 18 17:50:49 2026       0:05.62 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
 2566     1 Fri Sep 18 17:51:04 2026       0:00.10 /usr/libexec/mmaintenanced
 2576     1 Fri Sep 18 17:51:19 2026       0:00.89 /usr/sbin/cfprefsd
 2579     1 Fri Sep 18 17:51:20 2026       0:00.68 /usr/sbin/cfprefsd
 2593     1 Fri Sep 18 17:51:36 2026       0:00.12 /usr/libexec/wifivelocityd
 2599     1 Fri Sep 18 17:51:36 2026       0:00.71 /usr/sbin/cfprefsd
 2600     1 Fri Sep 18 17:51:36 2026       0:00.07 /usr/libexec/metrickitd
 2601     1 Fri Sep 18 17:51:36 2026       0:00.68 /usr/sbin/cfprefsd
 2602     1 Fri Sep 18 17:51:36 2026       0:00.68 /usr/sbin/cfprefsd
 2603     1 Fri Sep 18 17:51:36 2026       0:00.88 /usr/sbin/cfprefsd
 2604     1 Fri Sep 18 17:51:36 2026       0:00.67 /usr/sbin/cfprefsd
 2634     1 Fri Sep 18 17:52:36 2026       0:00.06 /usr/libexec/mlruntimed
 2691     1 Fri Sep 18 17:55:04 2026       0:00.60 /System/Library/PrivateFrameworks/Noticeboard.framework/Versions/A/Resources/nbagent.app/Contents/MacOS/nbagent
 2737     1 Fri Sep 18 17:56:38 2026       0:00.09 /usr/libexec/betaenrollmentagent
 2739     1 Fri Sep 18 17:56:39 2026       0:00.07 /usr/libexec/betaenrollmentd
 2766     1 Fri Sep 18 17:57:58 2026       0:06.84 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService
 2767     1 Fri Sep 18 17:57:59 2026       0:04.08 /usr/sbin/distnoted
 2769     1 Fri Sep 18 17:57:59 2026       0:00.88 /usr/sbin/cfprefsd
 2770     1 Fri Sep 18 17:58:00 2026       0:01.46 /System/Library/ExtensionKit/Extensions/GenerativeExperiencesSafetyInferenceProvider.appex/Contents/MacOS/GenerativeExperiencesSafetyInferenceProvider
 2782     1 Fri Sep 18 17:58:03 2026       0:06.34 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService
 2783     1 Fri Sep 18 17:58:12 2026       0:00.11 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
 2792     1 Sat Sep 19 12:54:25 2026       0:00.36 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
 2818     1 Fri Sep 18 17:59:54 2026       0:01.47 /System/Library/PrivateFrameworks/MediaAnalysisAccess.framework/Versions/A/XPCServices/mediaanalysisd-access.xpc/Contents/MacOS/mediaanalysisd-access
 2959     1 Fri Sep 18 18:06:46 2026       0:02.54 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
 3493     1 Sat Sep 19 12:55:42 2026       2:08.75 /System/Library/PrivateFrameworks/FileProviderDaemon.framework/XPCServices/FPCKService.xpc/Contents/MacOS/FPCKService
 7576     1 Fri Sep 18 18:36:43 2026       0:00.29 /System/Library/PrivateFrameworks/AvatarPersistence.framework/Support/avatarsd
 7577     1 Fri Sep 18 18:36:43 2026       0:00.51 /System/Library/PrivateFrameworks/ContactsDonation.framework/Versions/A/Support/contactsdonationagent
 7714     1 Fri Sep 18 18:41:56 2026       0:00.52 /System/Library/PrivateFrameworks/IntelligencePlatformCore.framework/Versions/A/intelligenceplatformd
13008     1 Fri Sep 18 22:07:05 2026       0:00.03 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
