PID  PPID STARTED                           TIME COMM
  690     1 Fri Sep 18 17:41:21 2026       0:06.72 /System/Library/CoreServices/iconservicesagent
  691     1 Fri Sep 18 17:41:21 2026       0:01.01 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
  692     1 Fri Sep 18 17:41:21 2026       0:00.29 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/AXVisualSupportAgent.app/Contents/MacOS/AXVisualSupportAgent
  693     1 Fri Sep 18 17:41:21 2026       0:00.88 /usr/sbin/systemsoundserverd
  694     1 Fri Sep 18 17:41:21 2026       0:00.01 /usr/libexec/tailspind
  695     1 Fri Sep 18 17:41:21 2026       0:01.39 /usr/sbin/filecoordinationd
  696     1 Fri Sep 18 17:41:21 2026       0:00.13 /usr/libexec/ospredictiond
  697     1 Fri Sep 18 17:41:21 2026       0:15.36 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
  698     1 Fri Sep 18 17:41:21 2026       0:17.39 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
  699     1 Fri Sep 18 17:41:21 2026       0:00.21 /usr/libexec/ContinuityCaptureAgent
  700     1 Fri Sep 18 17:41:21 2026       0:00.17 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
  701     1 Fri Sep 18 17:41:21 2026       0:00.27 automountd
  702     1 Fri Sep 18 17:41:21 2026      10:16.56 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
  703     1 Fri Sep 18 17:41:21 2026       0:00.07 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent
  704     1 Fri Sep 18 17:41:21 2026       0:00.04 /System/Library/Frameworks/ColorSync.framework/Support/colorsync.useragent
  705     1 Fri Sep 18 17:41:21 2026       0:00.11 /System/Library/PrivateFrameworks/SocialLayer.framework/sociallayerd.app/Contents/MacOS/sociallayerd
  706     1 Fri Sep 18 17:41:21 2026       0:04.20 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
  708     1 Fri Sep 18 17:41:21 2026       0:00.54 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
  709     1 Fri Sep 18 17:41:21 2026       0:03.63 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
  711     1 Fri Sep 18 17:41:21 2026       3:16.52 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
  713     1 Fri Sep 18 17:41:21 2026       0:00.25 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
  714     1 Fri Sep 18 17:41:21 2026       0:00.15 /usr/libexec/intelligentroutingd
  715     1 Fri Sep 18 17:41:21 2026       0:00.03 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheManagerService.xpc/Contents/MacOS/AssetCacheManagerService
  716     1 Fri Sep 18 17:41:21 2026       1:29.62 /usr/libexec/sysmond
  717     1 Fri Sep 18 17:41:21 2026       0:00.01 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
  718     1 Fri Sep 18 17:41:21 2026       0:04.26 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
  719     1 Fri Sep 18 17:41:21 2026       0:00.01 /usr/libexec/wallpaperexportd
  720     1 Fri Sep 18 17:41:21 2026       0:03.79 /usr/libexec/replayd
  721     1 Fri Sep 18 17:41:21 2026       0:00.07 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
  722     1 Fri Sep 18 17:41:21 2026       0:00.02 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  723     1 Fri Sep 18 17:41:21 2026       0:00.01 /System/Library/PrivateFrameworks/login.framework/Versions/A/XPCServices/LoginUserService.xpc/Contents/MacOS/LoginUserService
  724     1 Fri Sep 18 17:41:22 2026       0:00.09 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
  725     1 Fri Sep 18 17:41:22 2026       0:11.06 /System/Library/ExtensionKit/Extensions/WallpaperAerialsExtension.appex/Contents/MacOS/WallpaperAerialsExtension
  727     1 Fri Sep 18 17:41:22 2026       0:00.11 /System/Library/PrivateFrameworks/CommunicationTrust.framework/Support/communicationtrustd
  728     1 Fri Sep 18 17:41:22 2026       0:00.02 /usr/libexec/rosetta/oahd
  729     1 Fri Sep 18 17:41:22 2026       0:00.12 /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
  730     1 Fri Sep 18 17:41:22 2026       0:02.32 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem
  731     1 Fri Sep 18 17:41:22 2026       0:00.07 /System/Library/PrivateFrameworks/EcosystemAnalytics.framework/Support/ecosystemanalyticsd
  732     1 Fri Sep 18 17:41:22 2026       0:00.05 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  733     1 Fri Sep 18 17:41:22 2026       0:00.02 /Library/Apple/System/Library/PrivateFrameworks/DeviceInterface.framework/Support/deviceinterfaced
  734     1 Fri Sep 18 17:41:22 2026       0:00.08 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
  735     1 Fri Sep 18 17:41:22 2026       0:00.05 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
  736     1 Fri Sep 18 17:41:22 2026       0:00.04 /usr/libexec/assessmentagent
  737     1 Fri Sep 18 17:41:22 2026       0:09.08 /usr/libexec/nearbyd
  738     1 Fri Sep 18 17:41:22 2026       0:08.20 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  739     1 Fri Sep 18 17:41:22 2026       0:24.40 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
  740     1 Fri Sep 18 17:41:22 2026       1:01.44 /System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
  741     1 Fri Sep 18 17:41:22 2026       0:00.70 /usr/libexec/kernelmanager_helper
  742     1 Fri Sep 18 17:41:22 2026       0:01.71 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
  743     1 Fri Sep 18 17:41:22 2026       0:07.13 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
  744     1 Fri Sep 18 17:41:22 2026       0:00.97 /System/Library/PrivateFrameworks/GenerativeExperiencesRuntime.framework/Versions/A/generativeexperiencesd
  745     1 Fri Sep 18 17:41:22 2026       0:00.03 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  746     1 Fri Sep 18 17:41:22 2026       0:00.03 /System/Library/Frameworks/FamilyControls.framework/Versions/A/FamilyControlsAgent
  747     1 Fri Sep 18 17:41:22 2026       0:01.11 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
  749     1 Fri Sep 18 17:41:22 2026       0:00.12 /System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
  750     1 Fri Sep 18 17:41:22 2026       0:03.96 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
  751     1 Fri Sep 18 17:41:22 2026       0:00.48 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  752     1 Fri Sep 18 17:41:22 2026       0:01.65 /usr/libexec/rtcreportingd
  754     1 Fri Sep 18 17:41:22 2026       0:00.03 /System/Library/ExtensionKit/Extensions/WallpaperImageExtension.appex/Contents/MacOS/WallpaperImageExtension
  755     1 Fri Sep 18 17:41:22 2026       0:06.61 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
  756     1 Fri Sep 18 17:41:22 2026       0:39.40 /usr/libexec/spotlightknowledged.updater
  757     1 Fri Sep 18 17:41:22 2026       0:00.15 /System/Library/CoreServices/RemoteManagement/ARDAgent.app/Contents/MacOS/ARDAgent
  758     1 Fri Sep 18 17:41:22 2026       0:00.14 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
  759     1 Fri Sep 18 17:41:22 2026       0:02.60 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  760     1 Fri Sep 18 17:41:22 2026       0:00.21 /usr/libexec/wifianalyticsd
  761     1 Fri Sep 18 17:41:22 2026       0:00.15 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  762     1 Fri Sep 18 17:41:22 2026       0:00.17 /System/Library/CoreServices/ScopedBookmarkAgent
  763     1 Fri Sep 18 17:41:22 2026      53:37.23 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
  764     1 Fri Sep 18 17:41:22 2026       0:01.99 /usr/libexec/milod
  765     1 Fri Sep 18 17:41:22 2026       0:00.03 /System/Library/Frameworks/ImageIO.framework/Versions/A/XPCServices/ImageIOXPCService.xpc/Contents/MacOS/ImageIOXPCService
  766     1 Fri Sep 18 17:41:22 2026       0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  767     1 Fri Sep 18 17:41:22 2026       0:00.20 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
  768     1 Fri Sep 18 17:41:22 2026       0:03.24 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
  769     1 Fri Sep 18 17:41:22 2026       0:00.20 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.external.extra.arm64.xpc/Contents/MacOS/com.apple.dock.external.extra.arm64
  770     1 Fri Sep 18 17:41:22 2026       0:00.06 /usr/libexec/mobilerepaird
  771     1 Fri Sep 18 17:41:22 2026       0:01.10 /usr/libexec/appleaccountd
  772     1 Fri Sep 18 17:41:22 2026       0:09.41 /usr/libexec/searchpartyuseragent
  773     1 Fri Sep 18 17:41:22 2026       0:00.08 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
  774     1 Fri Sep 18 17:41:22 2026       0:08.24 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
  775     1 Fri Sep 18 17:41:22 2026       0:00.64 /System/Library/PrivateFrameworks/SiriTTSService.framework/sirittsd
  776     1 Fri Sep 18 17:41:22 2026       0:00.98 /System/Library/Frameworks/Translation.framework/translationd
  777     1 Fri Sep 18 17:41:22 2026       0:01.90 /usr/libexec/siriknowledged
  780     1 Fri Sep 18 17:41:22 2026       0:00.12 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
  781     1 Fri Sep 18 17:41:22 2026       0:00.02 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
  782     1 Fri Sep 18 17:41:22 2026       0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  783     1 Fri Sep 18 17:41:22 2026       0:00.05 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
  784     1 Fri Sep 18 17:41:22 2026       0:00.20 /usr/libexec/avconferenced
  785     1 Fri Sep 18 17:41:22 2026       0:00.40 /System/Library/PrivateFrameworks/ContinuousDialogManagerService.framework/assistant_cdmd
  787     1 Fri Sep 18 17:41:22 2026       0:34.33 /usr/libexec/triald
  788     1 Fri Sep 18 17:41:22 2026       0:00.23 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
  790     1 Fri Sep 18 17:41:22 2026       0:00.06 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  791     1 Fri Sep 18 17:41:22 2026       0:00.03 /System/Library/CoreServices/ReportCrash
  792     1 Fri Sep 18 17:41:22 2026       0:00.54 /System/Library/PrivateFrameworks/CloudServices.framework/Helpers/com.apple.sbd
  793     1 Fri Sep 18 17:41:23 2026       0:01.06 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
  794     1 Fri Sep 18 17:41:23 2026       0:02.06 /System/Library/PrivateFrameworks/CoreADI.framework/adid
  795     1 Fri Sep 18 17:41:23 2026       0:01.19 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
  796     1 Fri Sep 18 17:41:23 2026       0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AudioConverterHardenedService.xpc/Contents/MacOS/AudioConverterHardenedService
  798     1 Fri Sep 18 17:41:23 2026       0:00.03 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AudioConverterService.xpc/Contents/MacOS/AudioConverterService
  799     1 Fri Sep 18 17:41:23 2026       0:34.67 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
  800     1 Fri Sep 18 17:41:23 2026       1:37.52 /usr/libexec/duetexpertd
  801     1 Fri Sep 18 17:41:23 2026       0:00.07 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  802     1 Fri Sep 18 17:41:23 2026       0:00.03 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  805     1 Fri Sep 18 17:41:23 2026       0:26.58 /usr/libexec/networkserviceproxy
  809     1 Fri Sep 18 17:41:23 2026       0:04.29 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
  822     1 Fri Sep 18 17:41:23 2026       0:00.61 /System/Library/PrivateFrameworks/CloudSubscriptionFeatures.framework/FeatureAccessAgent
  829     1 Fri Sep 18 17:41:23 2026       0:00.03 /System/Library/PrivateFrameworks/CoreThreadCommissionerService.framework/CoreThreadCommissionerServiced
  830     1 Fri Sep 18 17:41:23 2026       0:00.64 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
  832     1 Fri Sep 18 17:41:23 2026       0:11.75 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
  833     1 Fri Sep 18 17:41:23 2026       0:00.74 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
  834     1 Fri Sep 18 17:41:23 2026       0:00.04 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
  835     1 Fri Sep 18 17:41:23 2026       0:00.05 /System/Library/CoreServices/appplaceholdersyncd
  837     1 Fri Sep 18 17:41:23 2026       0:00.15 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension
  838     1 Fri Sep 18 17:41:23 2026       0:00.08 /System/Library/Frameworks/ImageIO.framework/Versions/A/XPCServices/ImageIOXPCService.xpc/Contents/MacOS/ImageIOXPCService
  839     1 Fri Sep 18 17:41:23 2026       0:06.68 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
  840     1 Fri Sep 18 17:41:23 2026       0:00.04 /System/Library/PrivateFrameworks/IPConfiguration.framework/Versions/A/XPCServices/IPConfigurationHelper.xpc/Contents/MacOS/IPConfigurationHelper
  841     1 Fri Sep 18 17:41:23 2026       0:00.53 /usr/libexec/captiveagent
  842     1 Fri Sep 18 17:41:23 2026       0:01.30 /System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension
  843     1 Fri Sep 18 17:41:23 2026       1:02.79 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
  844     1 Fri Sep 18 17:41:23 2026       0:01.73 /System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget
  845     1 Fri Sep 18 17:41:23 2026       0:00.01 /System/Library/PrivateFrameworks/WiFiPolicy.framework/XPCServices/WiFiCloudAssetsXPCService.xpc/Contents/MacOS/WiFiCloudAssetsXPCService
  846     1 Fri Sep 18 17:41:24 2026       0:00.41 /usr/sbin/netbiosd
  848     1 Fri Sep 18 17:41:24 2026       0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  849     1 Fri Sep 18 17:41:24 2026       0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  850     1 Fri Sep 18 17:41:24 2026       0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  851     1 Fri Sep 18 17:41:24 2026       0:00.45 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider
  852     1 Fri Sep 18 17:41:24 2026       0:00.47 /System/Library/CoreServices/RemoteManagement/SSMenuAgent.app/Contents/MacOS/SSMenuAgent
  853     1 Fri Sep 18 17:41:24 2026       0:18.09 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
  854     1 Fri Sep 18 17:41:24 2026       0:00.03 /System/Library/Frameworks/ImageIO.framework/Versions/A/XPCServices/ImageIOXPCService.xpc/Contents/MacOS/ImageIOXPCService
  855     1 Fri Sep 18 17:41:24 2026       0:01.27 cloudphotod
  856     1 Fri Sep 18 17:41:24 2026       0:00.60 /usr/libexec/swtransparencyd
  857     1 Fri Sep 18 17:41:24 2026       0:00.62 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  859     1 Fri Sep 18 17:41:24 2026       0:00.21 /usr/libexec/bluetoothuserd
  860     1 Fri Sep 18 17:41:24 2026       0:00.15 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
  861     1 Fri Sep 18 17:41:24 2026       0:00.30 /usr/libexec/countryd
  862     1 Fri Sep 18 17:41:24 2026       0:00.18 /System/Library/CoreServices/pbs
  863     1 Fri Sep 18 17:41:24 2026       0:00.53 /System/Library/CoreServices/osanalyticshelper
  864     1 Fri Sep 18 17:41:25 2026       0:00.20 /usr/libexec/symptomsd-diag
  865     1 Fri Sep 18 17:41:25 2026       0:00.40 /System/Library/PrivateFrameworks/TrialServer.framework/Versions/A/XPCServices/TrialArchivingService.xpc/Contents/MacOS/TrialArchivingService
  868     1 Fri Sep 18 17:41:25 2026       0:00.04 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
  874     1 Fri Sep 18 17:41:25 2026       0:00.44 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
  875     1 Fri Sep 18 17:41:25 2026       0:00.04 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  880     1 Fri Sep 18 17:41:26 2026       0:00.77 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  881     1 Fri Sep 18 17:41:26 2026       0:03.80 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  882     1 Fri Sep 18 17:41:26 2026       0:00.13 /System/Library/Frameworks/ImageIO.framework/Versions/A/XPCServices/ImageIOXPCService.xpc/Contents/MacOS/ImageIOXPCService
  883     1 Fri Sep 18 17:41:26 2026       0:00.48 /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
  884     1 Fri Sep 18 17:41:26 2026       0:00.39 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
  885     1 Fri Sep 18 17:41:26 2026       0:00.63 /System/Library/Frameworks/FinanceKit.framework/financed
  886     1 Fri Sep 18 17:41:26 2026       0:00.04 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceDisplay.xpc/Contents/MacOS/UARPUpdaterServiceDisplay
  887     1 Fri Sep 18 17:41:26 2026       0:00.05 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceUSBPD.xpc/Contents/MacOS/UARPUpdaterServiceUSBPD
  888     1 Fri Sep 18 17:41:26 2026       0:00.03 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceLegacyAudio.xpc/Contents/MacOS/UARPUpdaterServiceLegacyAudio
  889     1 Fri Sep 18 17:41:26 2026       0:00.02 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceHID.xpc/Contents/MacOS/UARPUpdaterServiceHID
  890     1 Fri Sep 18 17:41:26 2026       0:00.02 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceAFU.xpc/Contents/MacOS/UARPUpdaterServiceAFU
  891     1 Fri Sep 18 17:41:26 2026       0:04.23 /usr/sbin/distnoted
  892     1 Fri Sep 18 17:41:26 2026       0:00.22 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
  893     1 Fri Sep 18 17:41:26 2026       0:00.22 /System/Library/PrivateFrameworks/TextToSpeechVoiceBankingSupport.framework/Support/voicebankingd
  894     1 Fri Sep 18 17:41:26 2026       0:00.07 /usr/libexec/AssetCache/AssetCache
  898     1 Fri Sep 18 17:41:27 2026       0:00.12 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
  899     1 Fri Sep 18 17:41:27 2026       0:00.10 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
  900     1 Fri Sep 18 17:41:27 2026       0:00.12 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Versions/A/XPCServices/com.apple.MobileSoftwareUpdate.CleanupPreparePathService.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.CleanupPreparePathService
  901     1 Fri Sep 18 17:41:27 2026       0:04.05 /usr/sbin/distnoted
  902     1 Fri Sep 18 17:41:27 2026       0:00.03 /System/Library/PrivateFrameworks/AppleDeviceQuerySupport.framework/Versions/A/XPCServices/AppleDeviceQueryService.xpc/Contents/MacOS/AppleDeviceQueryService
  903     1 Fri Sep 18 17:41:27 2026       0:00.89 /usr/libexec/nfcd
  909     1 Fri Sep 18 17:41:27 2026       0:00.02 /System/Library/PrivateFrameworks/NearFieldPrivateServices.framework/Versions/A/XPCServices/NFStorageServer.xpc/Contents/MacOS/NFStorageServer
  910     1 Fri Sep 18 17:41:27 2026       0:03.95 /usr/sbin/distnoted
  911     1 Fri Sep 18 17:41:27 2026       0:21.33 /System/Library/PrivateFrameworks/HearingCore.framework/heard
  912     1 Fri Sep 18 17:41:27 2026       0:04.07 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
  916     1 Fri Sep 18 17:41:27 2026       0:01.62 /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri
  917     1 Fri Sep 18 17:41:27 2026       0:00.08 /System/Library/Image Capture/Support/icdd
  918     1 Fri Sep 18 17:41:27 2026       0:11.46 Contents/Resources/ChatGPTHelper
  920     1 Fri Sep 18 17:41:27 2026       0:02.74 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
  924     1 Fri Sep 18 17:41:27 2026       0:00.11 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent
  927     1 Fri Sep 18 17:41:27 2026       0:00.59 /System/Library/CoreServices/diagnostics_agent
  928     1 Fri Sep 18 17:41:27 2026       0:00.22 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
  930     1 Fri Sep 18 17:41:27 2026       0:00.05 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
  931     1 Fri Sep 18 17:41:28 2026       0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  932     1 Fri Sep 18 17:41:28 2026       3:57.10 /Applications/Raycast.app/Contents/MacOS/Raycast
  933     1 Fri Sep 18 17:41:28 2026       0:00.24 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
  938     1 Fri Sep 18 17:41:28 2026       0:01.09 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
  939     1 Fri Sep 18 17:41:28 2026       0:00.02 /System/Library/PrivateFrameworks/FindMyMac.framework/Resources/FindMyMacd
  940     1 Fri Sep 18 17:41:28 2026       0:07.62 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/ModelCatalogAgent
  941     1 Fri Sep 18 17:41:28 2026       0:00.04 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
  945     1 Fri Sep 18 17:41:28 2026       0:00.34 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistorySyncHelper
  948     1 Fri Sep 18 17:41:29 2026       0:00.23 /System/Library/Frameworks/Contacts.framework/Support/postersyncd
  950     1 Fri Sep 18 17:41:29 2026       0:00.11 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
  954     1 Fri Sep 18 17:41:29 2026       0:00.06 /System/Library/PrivateFrameworks/UARPAssetManager.framework/XPCServices/UARPAssetManagerServiceMobileAsset.xpc/Contents/MacOS/UARPAssetManagerServiceMobileAsset
  955     1 Fri Sep 18 17:41:29 2026       0:00.07 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
  957     1 Fri Sep 18 17:41:29 2026       0:00.12 /usr/libexec/inputanalyticsd
  959     1 Fri Sep 18 17:41:29 2026       0:05.50 /usr/libexec/gamecontrolleragentd
  970     1 Fri Sep 18 17:41:30 2026       0:00.02 /System/Library/Frameworks/ImageIO.framework/Versions/A/XPCServices/ImageIOXPCService.xpc/Contents/MacOS/ImageIOXPCService
  981     1 Fri Sep 18 17:41:30 2026       0:00.09 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/ThunderboltAccessoryUpdaterService.xpc/Contents/MacOS/ThunderboltAccessoryUpdaterService
  993   932 Fri Sep 18 17:41:30 2026       0:03.42 /usr/local/bin/ollama
